Date,Time,Location,Ride Request,Available Vehicles,Completed Rides,Cancelled Rides,Average Wait Time,Surge Multiplier
2026-01-06,10:00,Tambaram,99,161,80,19,6.3,1.0
2026-01-06,10:00,Porur,96,98,87,9,3.6,1.0
2026-01-06,10:00,Egmore,196,171,173,23,5.9,1.3
2026-01-06,12:00,Chennai Central,116,159,101,15,6.4,1.1
2026-01-06,12:00,T Nagar,166,176,150,16,5.8,1.0
2026-01-06,12:00,Anna Nagar,142,121,117,25,5.8,1.3
2026-01-06,12:00,Adyar,65,123,54,11,6.1,1.0
2026-01-06,12:00,Velachery,149,83,140,9,8.0,1.6
2026-01-06,12:00,Guindy,94,81,81,13,4.2,1.2
2026-01-06,12:00,OMR,116,161,97,19,4.6,1.1
2026-01-06,12:00,Tambaram,108,186,88,20,3.3,1.0
2026-01-06,12:00,Porur,48,178,38,10,4.2,1.0
2026-01-06,12:00,Egmore,61,85,49,12,5.1,1.1
2026-01-06,14:00,Chennai Central,166,146,136,30,3.9,1.2
2026-01-06,14:00,T Nagar,165,104,145,20,7.1,1.5
2026-01-06,14:00,Anna Nagar,58,139,47,11,4.1,1.0
2026-01-06,14:00,Adyar,110,170,87,23,5.8,1.0
2026-01-06,14:00,Velachery,104,84,92,12,4.7,1.3
2026-01-06,14:00,Guindy,134,200,120,14,6.3,1.1
2026-01-06,14:00,OMR,110,95,102,8,5.6,1.2
2026-01-06,14:00,Tambaram,72,148,58,14,4.8,1.1
2026-01-06,14:00,Porur,49,113,42,7,6.4,1.0
2026-01-06,14:00,Egmore,72,148,63,9,4.5,1.0
2026-01-06,16:00,Chennai Central,124,168,117,7,3.2,1.1
2026-01-06,16:00,T Nagar,171,82,152,19,7.4,1.8
2026-01-06,16:00,Anna Nagar,137,104,128,9,6.4,1.1
2026-01-06,16:00,Adyar,99,94,91,8,4.1,1.1
2026-01-06,16:00,Velachery,159,98,146,13,7.9,1.6
2026-01-06,16:00,Guindy,121,80,99,22,5.7,1.3
2026-01-06,16:00,OMR,104,81,88,16,7.0,1.3
2026-01-06,16:00,Tambaram,81,159,74,7,3.7,1.1
2026-01-06,16:00,Porur,150,81,117,33,5.6,1.3
2026-01-06,16:00,Egmore,187,161,163,24,4.5,1.2
2026-01-06,18:00,Chennai Central,308,85,240,68,10.9,1.8
2026-01-06,18:00,T Nagar,290,163,270,20,8.8,1.3
2026-01-06,18:00,Anna Nagar,174,99,152,22,6.5,1.3
2026-01-06,18:00,Adyar,171,87,155,16,8.2,1.3
2026-01-06,18:00,Velachery,163,161,145,18,5.0,1.3
2026-01-06,18:00,Guindy,261,165,212,49,8.7,1.5
2026-01-06,18:00,OMR,192,96,167,25,8.5,1.5
2026-01-06,18:00,Tambaram,127,81,111,16,5.0,1.3
2026-01-06,18:00,Porur,168,118,152,16,5.4,1.1
2026-01-06,18:00,Egmore,213,142,190,23,8.1,1.3
2026-01-06,20:00,Chennai Central,302,140,259,43,7.9,2.0
2026-01-06,20:00,T Nagar,291,84,249,42,8.3,1.8
2026-01-06,20:00,Anna Nagar,243,100,225,18,6.6,2.0
2026-01-06,20:00,Adyar,146,138,135,11,4.1,1.1
2026-01-06,20:00,Velachery,190,86,154,36,6.7,2.0
2026-01-06,20:00,Guindy,223,111,179,44,7.1,1.8
2026-01-06,20:00,OMR,168,151,143,25,6.3,1.2
2026-01-06,20:00,Tambaram,138,118,108,30,3.8,1.2
2026-01-06,20:00,Porur,186,149,176,10,5.3,1.1
2026-01-06,20:00,Egmore,253,149,217,36,7.2,1.5
2026-01-07,06:00,Chennai Central,123,152,109,14,4.8,1.0
2026-01-07,06:00,T Nagar,211,187,182,29,7.0,1.2
2026-01-07,06:00,Anna Nagar,97,111,89,8,3.4,1.0
2026-01-07,06:00,Adyar,143,187,124,19,5.0,1.0
2026-01-07,06:00,Velachery,129,119,111,18,5.4,1.2
2026-01-07,06:00,Guindy,129,147,112,17,4.6,1.0
2026-01-07,06:00,OMR,148,151,120,28,4.1,1.0
2026-01-07,06:00,Tambaram,75,146,63,12,4.9,1.0
2026-01-07,06:00,Porur,96,177,75,21,6.1,1.1
2026-01-07,06:00,Egmore,160,138,137,23,4.5,1.2
2026-01-07,08:00,Chennai Central,265,101,241,24,8.3,1.8
2026-01-07,08:00,T Nagar,268,115,223,45,8.2,1.5
2026-01-07,08:00,Anna Nagar,265,161,208,57,7.3,1.3
2026-01-07,08:00,Adyar,213,76,190,23,7.7,1.5
2026-01-07,08:00,Velachery,201,137,159,42,6.7,1.2
2026-01-07,08:00,Guindy,246,148,198,48,6.1,1.6
2026-01-07,08:00,OMR,172,157,149,23,5.4,1.2
2026-01-07,08:00,Tambaram,138,121,126,12,6.6,1.2
2026-01-07,08:00,Porur,227,129,178,49,8.4,1.3
2026-01-07,08:00,Egmore,190,78,151,39,8.3,2.0
2026-01-07,10:00,Chennai Central,127,74,114,13,7.8,1.3
2026-01-07,10:00,T Nagar,168,175,152,16,4.0,1.1
2026-01-07,10:00,Anna Nagar,119,174,101,18,4.3,1.0
2026-01-07,10:00,Adyar,150,137,123,27,5.0,1.1
2026-01-07,10:00,Velachery,148,119,134,14,3.9,1.1
2026-01-07,10:00,Guindy,150,96,118,32,6.1,1.3
2026-01-07,10:00,OMR,159,104,134,25,6.5,1.6
2026-01-07,10:00,Tambaram,101,103,88,13,4.0,1.0
2026-01-07,10:00,Porur,153,76,128,25,5.2,1.8
2026-01-07,10:00,Egmore,185,166,148,37,3.8,1.3
2026-01-07,12:00,Chennai Central,84,178,66,18,3.9,1.0
2026-01-07,12:00,T Nagar,162,138,133,29,5.4,1.2
2026-01-07,12:00,Anna Nagar,139,183,111,28,5.9,1.0
2026-01-07,12:00,Adyar,105,168,97,8,4.7,1.0
2026-01-07,12:00,Velachery,90,112,84,6,4.7,1.0
2026-01-07,12:00,Guindy,76,141,63,13,6.1,1.1
2026-01-07,12:00,OMR,138,142,126,12,3.1,1.0
2026-01-07,12:00,Tambaram,118,178,106,12,4.7,1.0
2026-01-07,12:00,Porur,48,190,44,4,4.1,1.0
2026-01-07,12:00,Egmore,105,119,84,21,6.3,1.0
2026-01-07,14:00,Chennai Central,109,148,89,20,4.9,1.1
2026-01-07,14:00,T Nagar,126,190,108,18,4.2,1.0
2026-01-07,14:00,Anna Nagar,74,164,69,5,4.1,1.1
2026-01-07,14:00,Adyar,119,105,94,25,4.2,1.1
2026-01-07,14:00,Velachery,150,123,120,30,3.8,1.2
2026-01-07,14:00,Guindy,103,108,88,15,5.3,1.0
2026-01-07,14:00,OMR,116,167,101,15,5.4,1.0
2026-01-07,14:00,Tambaram,57,114,50,7,5.6,1.0
2026-01-07,14:00,Porur,73,159,68,5,3.0,1.0
2026-01-07,14:00,Egmore,116,141,100,16,6.3,1.0
2026-01-07,16:00,Chennai Central,141,87,130,11,4.5,1.3
2026-01-07,16:00,T Nagar,120,124,98,22,3.3,1.0
2026-01-07,16:00,Anna Nagar,110,185,91,19,3.3,1.0
2026-01-07,16:00,Adyar,157,159,136,21,5.4,1.0
2026-01-07,16:00,Velachery,193,80,177,16,9.1,1.5
2026-01-07,16:00,Guindy,147,171,131,16,4.5,1.0
2026-01-07,16:00,OMR,138,97,122,16,6.5,1.3
2026-01-07,16:00,Tambaram,97,134,82,15,6.3,1.1
2026-01-07,16:00,Porur,154,127,126,28,5.5,1.3
2026-01-07,16:00,Egmore,196,153,156,40,4.2,1.1
2026-01-07,18:00,Chennai Central,259,150,219,40,8.0,1.6
2026-01-07,18:00,T Nagar,320,109,302,18,8.4,1.5
2026-01-07,18:00,Anna Nagar,232,94,195,37,6.8,1.8
2026-01-07,18:00,Adyar,241,127,192,49,6.4,1.5
2026-01-07,18:00,Velachery,279,120,247,32,7.8,1.5
2026-01-07,18:00,Guindy,250,97,222,28,9.1,1.5
2026-01-07,18:00,OMR,161,79,128,33,5.3,2.0
2026-01-07,18:00,Tambaram,180,115,155,25,6.5,1.3
2026-01-07,18:00,Porur,244,115,219,25,8.1,1.8
2026-01-07,18:00,Egmore,268,70,230,38,8.5,1.5
2026-01-07,20:00,Chennai Central,247,130,221,26,7.1,1.3
2026-01-07,20:00,T Nagar,225,92,190,35,9.4,1.8
2026-01-07,20:00,Anna Nagar,221,87,194,27,6.8,1.5
2026-01-07,20:00,Adyar,221,74,208,13,7.3,1.8
2026-01-07,20:00,Velachery,264,73,238,26,7.9,1.5
2026-01-07,20:00,Guindy,181,96,165,16,7.2,1.6
2026-01-07,20:00,OMR,254,130,216,38,9.3,1.5
2026-01-07,20:00,Tambaram,144,75,125,19,7.7,1.3
2026-01-07,20:00,Porur,149,131,139,10,6.8,1.1
2026-01-07,20:00,Egmore,161,73,136,25,6.1,2.0
2026-01-08,06:00,Chennai Central,144,140,124,20,3.6,1.2
2026-01-08,06:00,T Nagar,171,131,134,37,7.1,1.3
2026-01-08,06:00,Anna Nagar,143,152,113,30,3.4,1.0
2026-01-08,06:00,Adyar,95,109,74,21,6.4,1.0
2026-01-08,06:00,Velachery,164,180,151,13,4.2,1.0
2026-01-08,06:00,Guindy,180,115,162,18,5.4,1.6
2026-01-08,06:00,OMR,123,169,96,27,6.1,1.0
2026-01-08,06:00,Tambaram,108,163,86,22,5.3,1.0
2026-01-08,06:00,Porur,169,86,138,31,7.1,1.6
2026-01-08,06:00,Egmore,91,177,84,7,3.5,1.1
2026-01-08,08:00,Chennai Central,300,164,241,59,7.4,1.5
2026-01-08,08:00,T Nagar,323,79,260,63,11.2,2.0
2026-01-08,08:00,Anna Nagar,237,88,196,41,7.4,2.0
2026-01-08,08:00,Adyar,197,152,177,20,5.4,1.1
2026-01-08,08:00,Velachery,196,109,163,33,8.6,1.6
2026-01-08,08:00,Guindy,308,76,259,49,11.5,1.8
2026-01-08,08:00,OMR,210,88,174,36,7.3,1.5
2026-01-08,08:00,Tambaram,198,101,187,11,5.8,1.3
2026-01-08,08:00,Porur,142,120,112,30,6.2,1.1
2026-01-08,08:00,Egmore,204,114,193,11,6.3,1.6
2026-01-08,10:00,Chennai Central,169,115,138,31,5.0,1.2
2026-01-08,10:00,T Nagar,183,150,144,39,3.9,1.2
2026-01-08,10:00,Anna Nagar,103,184,90,13,4.2,1.0
2026-01-08,10:00,Adyar,88,98,73,15,4.6,1.0
2026-01-08,10:00,Velachery,193,138,180,13,7.3,1.2
2026-01-08,10:00,Guindy,112,128,94,18,4.3,1.0
2026-01-08,10:00,OMR,112,122,95,17,3.9,1.0
2026-01-08,10:00,Tambaram,157,183,134,23,4.7,1.0
2026-01-08,10:00,Porur,139,139,122,17,3.7,1.0
2026-01-08,10:00,Egmore,189,146,160,29,7.3,1.3
2026-01-08,12:00,Chennai Central,80,134,75,5,5.9,1.0
2026-01-08,12:00,T Nagar,115,91,102,13,5.1,1.2
2026-01-08,12:00,Anna Nagar,79,172,66,13,3.3,1.0
2026-01-08,12:00,Adyar,63,119,50,13,3.8,1.0
2026-01-08,12:00,Velachery,156,180,139,17,5.6,1.0
2026-01-08,12:00,Guindy,90,189,78,12,4.1,1.0
2026-01-08,12:00,OMR,118,116,108,10,4.0,1.3
2026-01-08,12:00,Tambaram,113,120,89,24,5.8,1.0
2026-01-08,12:00,Porur,80,138,75,5,3.0,1.1
2026-01-08,12:00,Egmore,106,116,96,10,3.8,1.0
2026-01-08,14:00,Chennai Central,91,130,73,18,5.2,1.0
2026-01-08,14:00,T Nagar,112,96,104,8,3.9,1.2
2026-01-08,14:00,Anna Nagar,117,128,96,21,3.6,1.1
2026-01-08,14:00,Adyar,76,122,68,8,5.1,1.0
2026-01-08,14:00,Velachery,60,110,48,12,3.9,1.0
2026-01-08,14:00,Guindy,120,107,106,14,4.5,1.2
2026-01-08,14:00,OMR,91,116,75,16,3.5,1.0
2026-01-08,14:00,Tambaram,61,127,49,12,4.9,1.1
2026-01-08,14:00,Porur,63,181,53,10,5.1,1.0
2026-01-08,14:00,Egmore,110,111,102,8,3.7,1.0
2026-01-08,16:00,Chennai Central,99,95,82,17,3.2,1.3
2026-01-08,16:00,T Nagar,132,119,105,27,3.8,1.1
2026-01-08,16:00,Anna Nagar,154,146,139,15,5.7,1.2
2026-01-08,16:00,Adyar,148,94,137,11,6.0,1.6
2026-01-08,16:00,Velachery,177,95,157,20,5.3,1.5
2026-01-08,16:00,Guindy,148,140,133,15,4.2,1.3
2026-01-08,16:00,OMR,106,186,85,21,6.1,1.0
2026-01-08,16:00,Tambaram,98,94,92,6,4.9,1.2
2026-01-08,16:00,Porur,129,148,118,11,6.0,1.0
2026-01-08,16:00,Egmore,107,157,92,15,4.8,1.0
2026-01-08,18:00,Chennai Central,198,133,175,23,7.0,1.2
2026-01-08,18:00,T Nagar,318,98,253,65,10.3,2.0
2026-01-08,18:00,Anna Nagar,203,140,191,12,5.8,1.2
2026-01-08,18:00,Adyar,179,76,166,13,7.1,1.8
2026-01-08,18:00,Velachery,254,151,214,40,6.5,1.5
2026-01-08,18:00,Guindy,226,157,190,36,6.7,1.3
2026-01-08,18:00,OMR,172,166,137,35,5.3,1.1
2026-01-08,18:00,Tambaram,153,85,139,14,7.2,1.6
2026-01-08,18:00,Porur,135,115,120,15,6.6,1.2
2026-01-08,18:00,Egmore,286,117,235,51,7.3,1.5
2026-01-08,20:00,Chennai Central,176,168,144,32,4.1,1.2
2026-01-08,20:00,T Nagar,193,131,180,13,7.2,1.2
2026-01-08,20:00,Anna Nagar,227,81,197,30,8.0,1.8
2026-01-08,20:00,Adyar,217,168,194,23,6.3,1.1
2026-01-08,20:00,Velachery,261,98,209,52,8.7,1.8
2026-01-08,20:00,Guindy,308,81,267,41,9.4,1.8
2026-01-08,20:00,OMR,239,150,225,14,8.5,1.3
2026-01-08,20:00,Tambaram,162,164,135,27,5.4,1.0
2026-01-08,20:00,Porur,137,109,127,10,6.6,1.3
2026-01-08,20:00,Egmore,240,146,207,33,6.2,1.6
2026-01-09,06:00,Chennai Central,116,186,107,9,5.2,1.1
2026-01-09,06:00,T Nagar,107,75,100,7,6.2,1.3
2026-01-09,06:00,Anna Nagar,145,180,113,32,5.3,1.0
2026-01-09,06:00,Adyar,92,120,74,18,6.3,1.0
2026-01-09,06:00,Velachery,106,169,95,11,3.0,1.1
2026-01-09,06:00,Guindy,212,101,168,44,7.8,2.0
2026-01-09,06:00,OMR,179,90,158,21,5.7,1.6
2026-01-09,06:00,Tambaram,114,142,94,20,4.9,1.0
2026-01-09,06:00,Porur,135,133,109,26,4.0,1.3
2026-01-09,06:00,Egmore,187,89,167,20,7.5,1.5
2026-01-09,08:00,Chennai Central,243,87,196,47,7.8,1.8
2026-01-09,08:00,T Nagar,187,81,160,27,7.8,1.5
2026-01-09,08:00,Anna Nagar,159,165,144,15,4.1,1.0
2026-01-09,08:00,Adyar,168,111,144,24,7.1,1.5
2026-01-09,08:00,Velachery,165,152,156,9,4.9,1.3
2026-01-09,08:00,Guindy,308,116,265,43,9.3,2.0
2026-01-09,08:00,OMR,262,113,232,30,8.9,1.5
2026-01-09,08:00,Tambaram,193,97,175,18,6.8,1.5
2026-01-09,08:00,Porur,220,133,179,41,7.1,1.6
2026-01-09,08:00,Egmore,161,163,143,18,5.7,1.0
2026-01-09,10:00,Chennai Central,120,173,105,15,4.4,1.0
2026-01-09,10:00,T Nagar,197,140,183,14,7.2,1.2
2026-01-09,10:00,Anna Nagar,180,102,150,30,7.4,1.6
2026-01-09,10:00,Adyar,168,156,141,27,6.3,1.2
2026-01-09,10:00,Velachery,197,140,175,22,5.6,1.2
2026-01-09,10:00,Guindy,121,163,101,20,4.7,1.1
2026-01-09,10:00,OMR,150,161,128,22,3.4,1.0
2026-01-09,10:00,Tambaram,152,175,119,33,5.5,1.0
2026-01-09,10:00,Porur,145,98,123,22,7.4,1.2
2026-01-09,10:00,Egmore,157,172,139,18,5.1,1.0
2026-01-09,12:00,Chennai Central,92,81,73,19,5.8,1.1
2026-01-09,12:00,T Nagar,115,198,92,23,5.8,1.0
2026-01-09,12:00,Anna Nagar,96,197,77,19,3.4,1.0
2026-01-09,12:00,Adyar,114,105,106,8,4.8,1.2
2026-01-09,12:00,Velachery,142,179,129,13,5.7,1.0
2026-01-09,12:00,Guindy,163,120,134,29,5.8,1.2
2026-01-09,12:00,OMR,71,90,56,15,5.4,1.1
2026-01-09,12:00,Tambaram,120,113,107,13,6.1,1.1
2026-01-09,12:00,Porur,102,112,84,18,5.5,1.1
2026-01-09,12:00,Egmore,139,164,118,21,4.5,1.0
2026-01-09,14:00,Chennai Central,98,181,86,12,6.2,1.1
2026-01-09,14:00,T Nagar,145,163,122,23,4.2,1.0
2026-01-09,14:00,Anna Nagar,92,145,82,10,3.4,1.0
2026-01-09,14:00,Adyar,76,137,68,8,5.2,1.1
2026-01-09,14:00,Velachery,131,197,109,22,4.2,1.0
2026-01-09,14:00,Guindy,166,198,153,13,3.1,1.0
2026-01-09,14:00,OMR,80,104,69,11,4.0,1.0
2026-01-09,14:00,Tambaram,55,95,52,3,4.5,1.0
2026-01-09,14:00,Porur,52,179,46,6,5.1,1.1
2026-01-09,14:00,Egmore,133,89,107,26,5.6,1.3
2026-01-09,16:00,Chennai Central,120,108,110,10,3.4,1.3
2026-01-09,16:00,T Nagar,191,170,152,39,4.0,1.3
2026-01-09,16:00,Anna Nagar,175,183,149,26,3.2,1.0
2026-01-09,16:00,Adyar,86,184,78,8,4.2,1.1
2026-01-09,16:00,Velachery,155,115,122,33,5.8,1.3
2026-01-09,16:00,Guindy,168,100,157,11,8.2,1.3
2026-01-09,16:00,OMR,193,169,167,26,3.8,1.1
2026-01-09,16:00,Tambaram,74,105,66,8,5.7,1.0
2026-01-09,16:00,Porur,141,97,121,20,7.3,1.1
2026-01-09,16:00,Egmore,170,172,143,27,5.9,1.0
2026-01-09,18:00,Chennai Central,284,82,240,44,9.0,2.0
2026-01-09,18:00,T Nagar,246,115,228,18,9.3,1.5
2026-01-09,18:00,Anna Nagar,212,78,169,43,9.8,2.0
2026-01-09,18:00,Adyar,188,170,155,33,3.8,1.3
2026-01-09,18:00,Velachery,217,106,187,30,7.1,1.8
2026-01-09,18:00,Guindy,264,131,214,50,7.1,2.0
2026-01-09,18:00,OMR,165,81,147,18,8.3,1.5
2026-01-09,18:00,Tambaram,202,107,158,44,8.5,1.3
2026-01-09,18:00,Porur,184,159,163,21,3.9,1.2
2026-01-09,18:00,Egmore,160,131,148,12,6.9,1.1
2026-01-09,20:00,Chennai Central,176,160,140,36,6.7,1.2
2026-01-09,20:00,T Nagar,285,151,234,51,9.5,1.3
2026-01-09,20:00,Anna Nagar,189,111,159,30,5.9,1.3
2026-01-09,20:00,Adyar,176,156,154,22,6.8,1.3
2026-01-09,20:00,Velachery,255,144,226,29,7.4,1.5
2026-01-09,20:00,Guindy,204,149,191,13,5.9,1.2
2026-01-09,20:00,OMR,165,112,154,11,5.0,1.3
2026-01-09,20:00,Tambaram,147,155,123,24,4.6,1.0
2026-01-09,20:00,Porur,209,149,194,15,6.7,1.1
2026-01-09,20:00,Egmore,181,156,168,13,5.3,1.1
2026-01-10,06:00,Chennai Central,188,166,174,14,4.0,1.3
2026-01-10,06:00,T Nagar,108,164,100,8,5.6,1.0
2026-01-10,06:00,Anna Nagar,119,103,94,25,5.7,1.3
2026-01-10,06:00,Adyar,76,186,68,8,4.1,1.0
2026-01-10,06:00,Velachery,106,181,83,23,4.9,1.0
2026-01-10,06:00,Guindy,118,164,93,25,4.3,1.0
2026-01-10,06:00,OMR,118,75,102,16,6.1,1.5
2026-01-10,06:00,Tambaram,159,80,136,23,8.3,1.3
2026-01-10,06:00,Porur,118,177,103,15,4.7,1.0
2026-01-10,06:00,Egmore,132,139,119,13,6.2,1.0
2026-01-10,08:00,Chennai Central,242,102,213,29,9.5,2.0
2026-01-10,08:00,T Nagar,190,164,176,14,4.4,1.2
2026-01-10,08:00,Anna Nagar,160,95,148,12,4.7,1.5
2026-01-10,08:00,Adyar,231,128,214,17,6.1,1.3
2026-01-10,08:00,Velachery,212,98,183,29,6.2,1.8
2026-01-10,08:00,Guindy,295,111,264,31,8.5,1.8
2026-01-10,08:00,OMR,167,118,158,9,4.6,1.1
2026-01-10,08:00,Tambaram,190,164,155,35,6.2,1.3
2026-01-10,08:00,Porur,215,170,180,35,4.9,1.2
2026-01-10,08:00,Egmore,267,88,211,56,8.0,1.5
2026-01-10,10:00,Chennai Central,109,180,90,19,3.7,1.0
2026-01-10,10:00,T Nagar,211,146,188,23,7.0,1.1
2026-01-10,10:00,Anna Nagar,161,92,148,13,6.9,1.3
2026-01-10,10:00,Adyar,141,104,131,10,5.4,1.2
2026-01-10,10:00,Velachery,173,102,144,29,8.0,1.6
2026-01-10,10:00,Guindy,106,116,88,18,3.3,1.0
2026-01-10,10:00,OMR,105,95,85,20,5.0,1.2
2026-01-10,10:00,Tambaram,101,78,79,22,3.8,1.1
2026-01-10,10:00,Porur,155,143,122,33,5.7,1.1
2026-01-10,10:00,Egmore,149,91,138,11,6.9,1.6
2026-01-10,12:00,Chennai Central,118,109,97,21,4.2,1.2
2026-01-10,12:00,T Nagar,98,100,91,7,4.4,1.1
2026-01-10,12:00,Anna Nagar,89,129,69,20,3.3,1.0
2026-01-10,12:00,Adyar,86,91,70,16,3.1,1.0
2026-01-10,12:00,Velachery,105,145,96,9,4.4,1.0
2026-01-10,12:00,Guindy,93,193,86,7,4.5,1.1
2026-01-10,12:00,OMR,81,150,73,8,3.4,1.1
2026-01-10,12:00,Tambaram,118,193,103,15,4.6,1.0
2026-01-10,12:00,Porur,95,106,85,10,4.8,1.0
2026-01-10,12:00,Egmore,86,129,67,19,5.4,1.0
2026-01-10,14:00,Chennai Central,135,148,107,28,5.0,1.0
2026-01-10,14:00,T Nagar,135,161,116,19,6.1,1.0
2026-01-10,14:00,Anna Nagar,139,148,120,19,6.3,1.0
2026-01-10,14:00,Adyar,68,148,57,11,3.6,1.0
2026-01-10,14:00,Velachery,101,124,85,16,4.7,1.0
2026-01-10,14:00,Guindy,85,174,73,12,5.8,1.0
2026-01-10,14:00,OMR,143,125,112,31,5.0,1.1
2026-01-10,14:00,Tambaram,81,150,67,14,5.4,1.1
2026-01-10,14:00,Porur,84,172,65,19,6.2,1.0
2026-01-10,14:00,Egmore,138,183,129,9,4.3,1.0
2026-01-10,16:00,Chennai Central,195,123,157,38,6.7,1.6
2026-01-10,16:00,T Nagar,127,120,115,12,5.2,1.3
2026-01-10,16:00,Anna Nagar,89,70,76,13,3.5,1.1
2026-01-10,16:00,Adyar,137,94,129,8,5.2,1.3
2026-01-10,16:00,Velachery,205,129,188,17,7.8,1.3
2026-01-10,16:00,Guindy,121,71,112,9,4.9,1.3
2026-01-10,16:00,OMR,196,93,169,27,7.7,1.8
2026-01-10,16:00,Tambaram,130,183,110,20,4.0,1.1
2026-01-10,16:00,Porur,114,158,105,9,5.0,1.0
2026-01-10,16:00,Egmore,188,162,154,34,7.1,1.3
2026-01-10,18:00,Chennai Central,308,95,268,40,11.6,1.8
2026-01-10,18:00,T Nagar,253,140,206,47,7.2,1.3
2026-01-10,18:00,Anna Nagar,258,152,213,45,6.1,1.5
2026-01-10,18:00,Adyar,140,85,109,31,6.5,1.3
2026-01-10,18:00,Velachery,161,84,131,30,5.3,1.3
2026-01-10,18:00,Guindy,271,133,220,51,8.2,2.0
2026-01-10,18:00,OMR,216,123,174,42,6.4,1.5
2026-01-10,18:00,Tambaram,175,170,136,39,6.1,1.1
2026-01-10,18:00,Porur,213,131,184,29,6.1,1.3
2026-01-10,18:00,Egmore,203,97,172,31,7.0,1.8
2026-01-10,20:00,Chennai Central,207,164,186,21,5.4,1.3
2026-01-10,20:00,T Nagar,283,92,255,28,11.3,1.5
2026-01-10,20:00,Anna Nagar,169,114,152,17,6.9,1.1
2026-01-10,20:00,Adyar,181,103,158,23,5.8,1.6
2026-01-10,20:00,Velachery,235,165,192,43,7.6,1.2
2026-01-10,20:00,Guindy,226,162,192,34,6.5,1.2
2026-01-10,20:00,OMR,257,110,217,40,8.4,2.0
2026-01-10,20:00,Tambaram,227,91,178,49,7.9,2.0
2026-01-10,20:00,Porur,209,97,167,42,7.8,1.5
2026-01-10,20:00,Egmore,237,103,207,30,9.3,1.8
2026-01-11,06:00,Chennai Central,171,180,136,35,4.5,1.0
2026-01-11,06:00,T Nagar,217,185,178,39,7.0,1.2
2026-01-11,06:00,Anna Nagar,99,140,90,9,4.9,1.0
2026-01-11,06:00,Adyar,142,78,110,32,6.3,1.3
2026-01-11,06:00,Velachery,147,124,139,8,5.3,1.1
2026-01-11,06:00,Guindy,124,154,105,19,6.0,1.0
2026-01-11,06:00,OMR,122,156,102,20,5.8,1.0
2026-01-11,06:00,Tambaram,101,140,88,13,6.1,1.1
2026-01-11,06:00,Porur,101,122,84,17,5.6,1.0
2026-01-11,06:00,Egmore,177,153,166,11,4.2,1.1
2026-01-11,08:00,Chennai Central,289,99,251,38,9.6,1.5
2026-01-11,08:00,T Nagar,282,71,266,16,10.6,2.0
2026-01-11,08:00,Anna Nagar,226,111,197,29,8.0,2.0
2026-01-11,08:00,Adyar,155,89,134,21,5.8,1.5
2026-01-11,08:00,Velachery,173,141,140,33,6.2,1.3
2026-01-11,08:00,Guindy,177,170,141,36,4.9,1.3
2026-01-11,08:00,OMR,217,99,176,41,8.2,1.8
2026-01-11,08:00,Tambaram,207,142,195,12,5.3,1.2
2026-01-11,08:00,Porur,153,154,133,20,5.4,1.0
2026-01-11,08:00,Egmore,239,130,198,41,6.7,1.5
2026-01-11,10:00,Chennai Central,178,159,139,39,6.1,1.3
2026-01-11,10:00,T Nagar,127,91,116,11,5.4,1.1
2026-01-11,10:00,Anna Nagar,164,76,135,29,6.1,2.0
2026-01-11,10:00,Adyar,157,164,140,17,4.9,1.0
2026-01-11,10:00,Velachery,135,180,116,19,5.4,1.0
2026-01-11,10:00,Guindy,205,135,180,25,5.0,1.6
2026-01-11,10:00,OMR,107,121,94,13,5.7,1.0
2026-01-11,10:00,Tambaram,126,177,117,9,6.1,1.0
2026-01-11,10:00,Porur,124,115,105,19,4.5,1.1
2026-01-11,10:00,Egmore,161,190,134,27,5.4,1.1
2026-01-11,12:00,Chennai Central,162,165,129,33,5.8,1.0
2026-01-11,12:00,T Nagar,163,123,153,10,7.4,1.1
2026-01-11,12:00,Anna Nagar,115,179,102,13,5.2,1.0
2026-01-11,12:00,Adyar,91,135,78,13,3.7,1.0
2026-01-11,12:00,Velachery,109,154,96,13,5.7,1.0
2026-01-11,12:00,Guindy,86,94,76,10,6.3,1.1
2026-01-11,12:00,OMR,96,120,75,21,3.1,1.1
2026-01-11,12:00,Tambaram,74,104,61,13,6.4,1.0
2026-01-11,12:00,Porur,72,83,61,11,5.6,1.0
2026-01-11,12:00,Egmore,137,181,109,28,5.0,1.1
2026-01-11,14:00,Chennai Central,159,123,125,34,4.8,1.1
2026-01-11,14:00,T Nagar,168,180,136,32,5.2,1.0
2026-01-11,14:00,Anna Nagar,105,151,96,9,6.2,1.1
2026-01-11,14:00,Adyar,65,118,53,12,4.2,1.1
2026-01-11,14:00,Velachery,110,89,86,24,5.2,1.1
2026-01-11,14:00,Guindy,160,168,150,10,4.3,1.0
2026-01-11,14:00,OMR,94,89,88,6,5.6,1.3
2026-01-11,14:00,Tambaram,48,143,37,11,3.5,1.1
2026-01-11,14:00,Porur,105,177,84,21,4.0,1.0
2026-01-11,14:00,Egmore,140,145,123,17,3.4,1.0
2026-01-11,16:00,Chennai Central,216,127,183,33,6.1,1.3
2026-01-11,16:00,T Nagar,146,178,131,15,3.2,1.0
2026-01-11,16:00,Anna Nagar,141,97,119,22,5.6,1.2
2026-01-11,16:00,Adyar,141,97,129,12,5.2,1.2
2026-01-11,16:00,Velachery,192,165,181,11,5.6,1.2
2026-01-11,16:00,Guindy,164,126,139,25,7.3,1.3
