Date,Time,DateTime,Zone,Demand,Available_Vehicles,Weather,Avg_Delay_Min
2026-01-03,23:00,2026-01-03 23:00:00,East,42,140,Cloudy,5.9
2026-01-03,23:00,2026-01-03 23:00:00,West,73,183,Cloudy,6.4
2026-01-04,00:00,2026-01-04 00:00:00,Central,94,264,Cloudy,4.2
2026-01-04,00:00,2026-01-04 00:00:00,North,70,208,Cloudy,6.2
2026-01-04,00:00,2026-01-04 00:00:00,South,80,208,Clear,3.8
2026-01-04,00:00,2026-01-04 00:00:00,East,64,160,Clear,4.0
2026-01-04,00:00,2026-01-04 00:00:00,West,62,169,Cloudy,6.4
2026-01-04,01:00,2026-01-04 01:00:00,Central,94,274,Cloudy,4.9
2026-01-04,01:00,2026-01-04 01:00:00,North,60,178,Cloudy,6.4
2026-01-04,01:00,2026-01-04 01:00:00,South,83,219,Rain,12.2
2026-01-04,01:00,2026-01-04 01:00:00,East,65,167,Clear,6.1
2026-01-04,01:00,2026-01-04 01:00:00,West,71,170,Cloudy,4.7
2026-01-04,02:00,2026-01-04 02:00:00,Central,106,247,Rain,6.4
2026-01-04,02:00,2026-01-04 02:00:00,North,54,182,Cloudy,5.6
2026-01-04,02:00,2026-01-04 02:00:00,South,80,224,Rain,9.5
2026-01-04,02:00,2026-01-04 02:00:00,East,64,143,Rain,9.4
2026-01-04,02:00,2026-01-04 02:00:00,West,76,173,Cloudy,7.3
2026-01-04,03:00,2026-01-04 03:00:00,Central,105,264,Cloudy,4.1
2026-01-04,03:00,2026-01-04 03:00:00,North,87,183,Heavy Rain,16.2
2026-01-04,03:00,2026-01-04 03:00:00,South,83,228,Clear,5.0
2026-01-04,03:00,2026-01-04 03:00:00,East,73,158,Cloudy,3.2
2026-01-04,03:00,2026-01-04 03:00:00,West,67,184,Cloudy,6.6
2026-01-04,04:00,2026-01-04 04:00:00,Central,94,268,Cloudy,5.6
2026-01-04,04:00,2026-01-04 04:00:00,North,68,182,Clear,3.7
2026-01-04,04:00,2026-01-04 04:00:00,South,92,197,Rain,10.1
2026-01-04,04:00,2026-01-04 04:00:00,East,65,160,Clear,4.1
2026-01-04,04:00,2026-01-04 04:00:00,West,54,161,Cloudy,5.3
2026-01-04,05:00,2026-01-04 05:00:00,Central,104,283,Rain,8.4
2026-01-04,05:00,2026-01-04 05:00:00,North,64,202,Rain,11.5
2026-01-04,05:00,2026-01-04 05:00:00,South,72,195,Clear,6.9
2026-01-04,05:00,2026-01-04 05:00:00,East,63,135,Rain,12.3
2026-01-04,05:00,2026-01-04 05:00:00,West,62,193,Clear,8.0
2026-01-04,06:00,2026-01-04 06:00:00,Central,112,273,Cloudy,5.1
2026-01-04,06:00,2026-01-04 06:00:00,North,85,174,Rain,9.0
2026-01-04,06:00,2026-01-04 06:00:00,South,87,206,Clear,6.4
2026-01-04,06:00,2026-01-04 06:00:00,East,59,132,Clear,4.7
2026-01-04,06:00,2026-01-04 06:00:00,West,57,173,Clear,5.7
2026-01-04,07:00,2026-01-04 07:00:00,Central,214,211,Cloudy,8.9
2026-01-04,07:00,2026-01-04 07:00:00,North,164,160,Cloudy,7.9
2026-01-04,07:00,2026-01-04 07:00:00,South,186,204,Clear,7.3
2026-01-04,07:00,2026-01-04 07:00:00,East,115,110,Clear,4.5
2026-01-04,07:00,2026-01-04 07:00:00,West,165,152,Clear,5.5
2026-01-04,08:00,2026-01-04 08:00:00,Central,253,221,Clear,6.2
2026-01-04,08:00,2026-01-04 08:00:00,North,195,143,Rain,7.6
2026-01-04,08:00,2026-01-04 08:00:00,South,193,177,Clear,2.0
2026-01-04,08:00,2026-01-04 08:00:00,East,132,116,Cloudy,7.6
2026-01-04,08:00,2026-01-04 08:00:00,West,165,142,Cloudy,7.8
2026-01-04,09:00,2026-01-04 09:00:00,Central,236,222,Clear,5.5
2026-01-04,09:00,2026-01-04 09:00:00,North,169,154,Clear,4.6
2026-01-04,09:00,2026-01-04 09:00:00,South,182,200,Cloudy,5.6
2026-01-04,09:00,2026-01-04 09:00:00,East,124,124,Clear,5.2
2026-01-04,09:00,2026-01-04 09:00:00,West,142,157,Clear,4.6
2026-01-04,10:00,2026-01-04 10:00:00,Central,172,263,Clear,6.1
2026-01-04,10:00,2026-01-04 10:00:00,North,120,165,Clear,4.2
2026-01-04,10:00,2026-01-04 10:00:00,South,129,220,Cloudy,4.0
2026-01-04,10:00,2026-01-04 10:00:00,East,145,126,Heavy Rain,17.8
2026-01-04,10:00,2026-01-04 10:00:00,West,109,168,Clear,5.9
2026-01-04,11:00,2026-01-04 11:00:00,Central,168,250,Cloudy,6.1
2026-01-04,11:00,2026-01-04 11:00:00,North,133,186,Rain,9.6
2026-01-04,11:00,2026-01-04 11:00:00,South,158,200,Clear,2.0
2026-01-04,11:00,2026-01-04 11:00:00,East,90,169,Clear,7.7
2026-01-04,11:00,2026-01-04 11:00:00,West,103,175,Clear,3.9
2026-01-04,12:00,2026-01-04 12:00:00,Central,184,261,Rain,8.1
2026-01-04,12:00,2026-01-04 12:00:00,North,125,178,Clear,3.6
2026-01-04,12:00,2026-01-04 12:00:00,South,125,214,Cloudy,5.5
2026-01-04,12:00,2026-01-04 12:00:00,East,98,156,Clear,4.9
2026-01-04,12:00,2026-01-04 12:00:00,West,104,174,Clear,6.6
2026-01-04,13:00,2026-01-04 13:00:00,Central,176,263,Clear,2.8
2026-01-04,13:00,2026-01-04 13:00:00,North,122,201,Clear,6.8
2026-01-04,13:00,2026-01-04 13:00:00,South,144,214,Clear,6.3
2026-01-04,13:00,2026-01-04 13:00:00,East,102,153,Clear,6.3
2026-01-04,13:00,2026-01-04 13:00:00,West,125,170,Rain,8.4
2026-01-04,14:00,2026-01-04 14:00:00,Central,173,271,Clear,4.7
2026-01-04,14:00,2026-01-04 14:00:00,North,111,184,Cloudy,8.1
2026-01-04,14:00,2026-01-04 14:00:00,South,183,213,Heavy Rain,16.7
2026-01-04,14:00,2026-01-04 14:00:00,East,105,143,Clear,6.5
2026-01-04,14:00,2026-01-04 14:00:00,West,113,171,Clear,7.7
2026-01-04,15:00,2026-01-04 15:00:00,Central,198,264,Rain,8.5
2026-01-04,15:00,2026-01-04 15:00:00,North,121,188,Clear,7.7
2026-01-04,15:00,2026-01-04 15:00:00,South,142,229,Clear,4.8
2026-01-04,15:00,2026-01-04 15:00:00,East,93,118,Clear,4.3
2026-01-04,15:00,2026-01-04 15:00:00,West,121,185,Clear,5.8
2026-01-04,16:00,2026-01-04 16:00:00,Central,161,257,Clear,4.0
2026-01-04,16:00,2026-01-04 16:00:00,North,103,199,Cloudy,8.3
2026-01-04,16:00,2026-01-04 16:00:00,South,137,228,Clear,5.1
2026-01-04,16:00,2026-01-04 16:00:00,East,95,131,Clear,6.8
2026-01-04,16:00,2026-01-04 16:00:00,West,112,181,Cloudy,5.2
2026-01-04,17:00,2026-01-04 17:00:00,Central,291,225,Cloudy,12.5
2026-01-04,17:00,2026-01-04 17:00:00,North,202,141,Clear,9.4
2026-01-04,17:00,2026-01-04 17:00:00,South,235,187,Cloudy,8.3
2026-01-04,17:00,2026-01-04 17:00:00,East,140,126,Cloudy,4.2
2026-01-04,17:00,2026-01-04 17:00:00,West,167,122,Rain,12.7
2026-01-04,18:00,2026-01-04 18:00:00,Central,341,212,Heavy Rain,21.8
2026-01-04,18:00,2026-01-04 18:00:00,North,222,163,Rain,11.9
2026-01-04,18:00,2026-01-04 18:00:00,South,239,175,Cloudy,10.5
2026-01-04,18:00,2026-01-04 18:00:00,East,143,128,Clear,8.6
2026-01-04,18:00,2026-01-04 18:00:00,West,150,145,Clear,2.9
2026-01-04,19:00,2026-01-04 19:00:00,Central,282,234,Clear,10.2
2026-01-04,19:00,2026-01-04 19:00:00,North,228,149,Rain,13.5
2026-01-04,19:00,2026-01-04 19:00:00,South,271,183,Heavy Rain,21.6
2026-01-04,19:00,2026-01-04 19:00:00,East,152,138,Clear,6.2
2026-01-04,19:00,2026-01-04 19:00:00,West,214,151,Rain,14.0
2026-01-04,20:00,2026-01-04 20:00:00,Central,228,215,Clear,7.9
2026-01-04,20:00,2026-01-04 20:00:00,North,187,155,Cloudy,9.2
2026-01-04,20:00,2026-01-04 20:00:00,South,245,203,Cloudy,6.8
2026-01-04,20:00,2026-01-04 20:00:00,East,157,121,Clear,5.7
2026-01-04,20:00,2026-01-04 20:00:00,West,183,150,Clear,9.0
2026-01-04,21:00,2026-01-04 21:00:00,Central,101,254,Clear,5.3
2026-01-04,21:00,2026-01-04 21:00:00,North,64,158,Clear,4.7
2026-01-04,21:00,2026-01-04 21:00:00,South,62,195,Clear,6.1
2026-01-04,21:00,2026-01-04 21:00:00,East,52,145,Clear,6.6
2026-01-04,21:00,2026-01-04 21:00:00,West,61,152,Cloudy,6.2
2026-01-04,22:00,2026-01-04 22:00:00,Central,104,260,Rain,7.7
2026-01-04,22:00,2026-01-04 22:00:00,North,70,197,Clear,5.0
2026-01-04,22:00,2026-01-04 22:00:00,South,75,206,Clear,2.9
2026-01-04,22:00,2026-01-04 22:00:00,East,38,149,Clear,5.8
2026-01-04,22:00,2026-01-04 22:00:00,West,73,168,Cloudy,6.2
2026-01-04,23:00,2026-01-04 23:00:00,Central,94,259,Cloudy,4.7
2026-01-04,23:00,2026-01-04 23:00:00,North,61,180,Clear,7.3
2026-01-04,23:00,2026-01-04 23:00:00,South,75,211,Clear,4.0
2026-01-04,23:00,2026-01-04 23:00:00,East,79,159,Heavy Rain,16.8
2026-01-04,23:00,2026-01-04 23:00:00,West,50,183,Clear,5.3
2026-01-05,00:00,2026-01-05 00:00:00,Central,125,270,Cloudy,6.1
2026-01-05,00:00,2026-01-05 00:00:00,North,77,184,Clear,4.7
2026-01-05,00:00,2026-01-05 00:00:00,South,117,208,Clear,2.1
2026-01-05,00:00,2026-01-05 00:00:00,East,73,157,Cloudy,6.6
2026-01-05,00:00,2026-01-05 00:00:00,West,96,166,Cloudy,4.6
2026-01-05,01:00,2026-01-05 01:00:00,Central,124,279,Rain,8.6
2026-01-05,01:00,2026-01-05 01:00:00,North,81,176,Rain,6.2
2026-01-05,01:00,2026-01-05 01:00:00,South,108,226,Cloudy,7.7
2026-01-05,01:00,2026-01-05 01:00:00,East,63,131,Clear,3.6
2026-01-05,01:00,2026-01-05 01:00:00,West,75,190,Clear,7.1
2026-01-05,02:00,2026-01-05 02:00:00,Central,116,253,Clear,6.7
2026-01-05,02:00,2026-01-05 02:00:00,North,76,169,Cloudy,5.1
2026-01-05,02:00,2026-01-05 02:00:00,South,144,208,Heavy Rain,14.9
2026-01-05,02:00,2026-01-05 02:00:00,East,56,152,Clear,5.0
2026-01-05,02:00,2026-01-05 02:00:00,West,70,170,Clear,2.3
2026-01-05,03:00,2026-01-05 03:00:00,Central,132,270,Rain,8.5
2026-01-05,03:00,2026-01-05 03:00:00,North,73,166,Cloudy,6.8
2026-01-05,03:00,2026-01-05 03:00:00,South,80,234,Clear,8.3
2026-01-05,03:00,2026-01-05 03:00:00,East,65,160,Cloudy,4.4
2026-01-05,03:00,2026-01-05 03:00:00,West,71,172,Clear,4.3
2026-01-05,04:00,2026-01-05 04:00:00,Central,118,268,Clear,6.4
2026-01-05,04:00,2026-01-05 04:00:00,North,68,209,Clear,3.6
2026-01-05,04:00,2026-01-05 04:00:00,South,98,224,Clear,7.9
2026-01-05,04:00,2026-01-05 04:00:00,East,74,140,Clear,4.8
2026-01-05,04:00,2026-01-05 04:00:00,West,66,177,Clear,5.4
2026-01-05,05:00,2026-01-05 05:00:00,Central,155,266,Rain,8.4
2026-01-05,05:00,2026-01-05 05:00:00,North,77,195,Clear,4.8
2026-01-05,05:00,2026-01-05 05:00:00,South,113,227,Heavy Rain,14.9
2026-01-05,05:00,2026-01-05 05:00:00,East,56,135,Cloudy,7.0
2026-01-05,05:00,2026-01-05 05:00:00,West,73,149,Clear,9.7
2026-01-05,06:00,2026-01-05 06:00:00,Central,133,258,Cloudy,6.6
2026-01-05,06:00,2026-01-05 06:00:00,North,121,182,Heavy Rain,14.8
2026-01-05,06:00,2026-01-05 06:00:00,South,121,211,Rain,8.8
2026-01-05,06:00,2026-01-05 06:00:00,East,73,153,Clear,5.3
2026-01-05,06:00,2026-01-05 06:00:00,West,94,172,Clear,6.4
2026-01-05,07:00,2026-01-05 07:00:00,Central,311,211,Clear,8.4
2026-01-05,07:00,2026-01-05 07:00:00,North,215,149,Rain,11.8
2026-01-05,07:00,2026-01-05 07:00:00,South,248,190,Clear,9.0
2026-01-05,07:00,2026-01-05 07:00:00,East,169,117,Cloudy,9.9
2026-01-05,07:00,2026-01-05 07:00:00,West,214,153,Cloudy,11.0
2026-01-05,08:00,2026-01-05 08:00:00,Central,267,223,Clear,5.0
2026-01-05,08:00,2026-01-05 08:00:00,North,175,147,Clear,6.1
2026-01-05,08:00,2026-01-05 08:00:00,South,268,189,Rain,12.7
2026-01-05,08:00,2026-01-05 08:00:00,East,156,132,Clear,7.7
2026-01-05,08:00,2026-01-05 08:00:00,West,188,140,Clear,6.1
2026-01-05,09:00,2026-01-05 09:00:00,Central,268,233,Clear,6.6
2026-01-05,09:00,2026-01-05 09:00:00,North,176,155,Clear,6.3
2026-01-05,09:00,2026-01-05 09:00:00,South,240,198,Cloudy,6.3
2026-01-05,09:00,2026-01-05 09:00:00,East,159,136,Clear,9.5
2026-01-05,09:00,2026-01-05 09:00:00,West,176,151,Cloudy,6.6
2026-01-05,10:00,2026-01-05 10:00:00,Central,221,269,Clear,5.4
2026-01-05,10:00,2026-01-05 10:00:00,North,161,189,Clear,4.2
2026-01-05,10:00,2026-01-05 10:00:00,South,144,213,Clear,5.5
2026-01-05,10:00,2026-01-05 10:00:00,East,106,135,Clear,6.7
2026-01-05,10:00,2026-01-05 10:00:00,West,131,175,Clear,6.4
2026-01-05,11:00,2026-01-05 11:00:00,Central,190,272,Clear,3.7
2026-01-05,11:00,2026-01-05 11:00:00,North,142,175,Clear,6.1
2026-01-05,11:00,2026-01-05 11:00:00,South,162,216,Clear,5.3
2026-01-05,11:00,2026-01-05 11:00:00,East,113,154,Clear,4.9
2026-01-05,11:00,2026-01-05 11:00:00,West,159,192,Clear,6.4
2026-01-05,12:00,2026-01-05 12:00:00,Central,215,252,Clear,5.3
2026-01-05,12:00,2026-01-05 12:00:00,North,150,185,Cloudy,6.3
2026-01-05,12:00,2026-01-05 12:00:00,South,171,210,Clear,4.3
2026-01-05,12:00,2026-01-05 12:00:00,East,116,145,Clear,5.9
2026-01-05,12:00,2026-01-05 12:00:00,West,122,172,Clear,2.9
2026-01-05,13:00,2026-01-05 13:00:00,Central,183,257,Clear,7.2
2026-01-05,13:00,2026-01-05 13:00:00,North,162,190,Rain,8.4
2026-01-05,13:00,2026-01-05 13:00:00,South,226,221,Rain,7.7
2026-01-05,13:00,2026-01-05 13:00:00,East,111,140,Cloudy,7.9
2026-01-05,13:00,2026-01-05 13:00:00,West,147,160,Clear,7.5
2026-01-05,14:00,2026-01-05 14:00:00,Central,216,260,Cloudy,4.7
2026-01-05,14:00,2026-01-05 14:00:00,North,129,185,Clear,3.5
2026-01-05,14:00,2026-01-05 14:00:00,South,148,200,Clear,4.7
2026-01-05,14:00,2026-01-05 14:00:00,East,90,174,Clear,6.2
2026-01-05,14:00,2026-01-05 14:00:00,West,144,174,Clear,8.0
2026-01-05,15:00,2026-01-05 15:00:00,Central,210,271,Clear,6.1
2026-01-05,15:00,2026-01-05 15:00:00,North,143,186,Clear,6.5
2026-01-05,15:00,2026-01-05 15:00:00,South,158,198,Clear,2.8
2026-01-05,15:00,2026-01-05 15:00:00,East,124,129,Clear,6.0
2026-01-05,15:00,2026-01-05 15:00:00,West,145,155,Clear,3.8
2026-01-05,16:00,2026-01-05 16:00:00,Central,194,252,Clear,7.5
2026-01-05,16:00,2026-01-05 16:00:00,North,144,184,Clear,5.3
2026-01-05,16:00,2026-01-05 16:00:00,South,215,206,Heavy Rain,14.5
2026-01-05,16:00,2026-01-05 16:00:00,East,109,161,Clear,5.8
2026-01-05,16:00,2026-01-05 16:00:00,West,145,170,Cloudy,4.1
2026-01-05,17:00,2026-01-05 17:00:00,Central,377,213,Cloudy,13.1
2026-01-05,17:00,2026-01-05 17:00:00,North,257,135,Rain,16.2
2026-01-05,17:00,2026-01-05 17:00:00,South,278,172,Clear,14.0
2026-01-05,17:00,2026-01-05 17:00:00,East,181,131,Clear,7.8
2026-01-05,17:00,2026-01-05 17:00:00,West,194,146,Cloudy,8.1
2026-01-05,18:00,2026-01-05 18:00:00,Central,439,200,Rain,21.3
2026-01-05,18:00,2026-01-05 18:00:00,North,227,140,Clear,9.4
2026-01-05,18:00,2026-01-05 18:00:00,South,274,186,Clear,9.9
2026-01-05,18:00,2026-01-05 18:00:00,East,185,148,Clear,5.0
2026-01-05,18:00,2026-01-05 18:00:00,West,219,149,Clear,9.7
2026-01-05,19:00,2026-01-05 19:00:00,Central,357,228,Rain,16.1
2026-01-05,19:00,2026-01-05 19:00:00,North,234,142,Cloudy,9.6
2026-01-05,19:00,2026-01-05 19:00:00,South,291,170,Cloudy,13.4
2026-01-05,19:00,2026-01-05 19:00:00,East,186,142,Cloudy,9.3
2026-01-05,19:00,2026-01-05 19:00:00,West,213,134,Clear,10.3
2026-01-05,20:00,2026-01-05 20:00:00,Central,337,232,Clear,10.5
2026-01-05,20:00,2026-01-05 20:00:00,North,213,182,Clear,6.3
2026-01-05,20:00,2026-01-05 20:00:00,South,249,163,Clear,7.7
2026-01-05,20:00,2026-01-05 20:00:00,East,162,101,Cloudy,10.9
2026-01-05,20:00,2026-01-05 20:00:00,West,257,130,Rain,18.1
2026-01-05,21:00,2026-01-05 21:00:00,Central,106,262,Clear,3.6
2026-01-05,21:00,2026-01-05 21:00:00,North,85,182,Clear,2.7
2026-01-05,21:00,2026-01-05 21:00:00,South,115,233,Cloudy,6.2
2026-01-05,21:00,2026-01-05 21:00:00,East,72,142,Clear,7.1
2026-01-05,21:00,2026-01-05 21:00:00,West,75,157,Clear,5.0
2026-01-05,22:00,2026-01-05 22:00:00,Central,116,250,Cloudy,5.5
2026-01-05,22:00,2026-01-05 22:00:00,North,86,153,Clear,5.3
2026-01-05,22:00,2026-01-05 22:00:00,South,106,225,Rain,10.6
2026-01-05,22:00,2026-01-05 22:00:00,East,73,124,Cloudy,6.5
2026-01-05,22:00,2026-01-05 22:00:00,West,84,144,Clear,3.9
2026-01-05,23:00,2026-01-05 23:00:00,Central,108,270,Clear,3.3
2026-01-05,23:00,2026-01-05 23:00:00,North,83,198,Cloudy,4.4
2026-01-05,23:00,2026-01-05 23:00:00,South,89,208,Cloudy,6.7
2026-01-05,23:00,2026-01-05 23:00:00,East,77,125,Clear,4.1
2026-01-05,23:00,2026-01-05 23:00:00,West,80,164,Clear,5.8
2026-01-06,00:00,2026-01-06 00:00:00,Central,142,263,Rain,6.6
2026-01-06,00:00,2026-01-06 00:00:00,North,92,180,Cloudy,6.4
2026-01-06,00:00,2026-01-06 00:00:00,South,78,215,Clear,6.6
2026-01-06,00:00,2026-01-06 00:00:00,East,73,148,Clear,5.7
2026-01-06,00:00,2026-01-06 00:00:00,West,78,183,Cloudy,5.2
2026-01-06,01:00,2026-01-06 01:00:00,Central,123,267,Clear,6.2
2026-01-06,01:00,2026-01-06 01:00:00,North,91,185,Cloudy,2.4
2026-01-06,01:00,2026-01-06 01:00:00,South,96,222,Clear,6.3
2026-01-06,01:00,2026-01-06 01:00:00,East,65,151,Clear,6.2
2026-01-06,01:00,2026-01-06 01:00:00,West,82,180,Rain,9.1
2026-01-06,02:00,2026-01-06 02:00:00,Central,135,262,Clear,4.6
2026-01-06,02:00,2026-01-06 02:00:00,North,98,158,Rain,10.6
2026-01-06,02:00,2026-01-06 02:00:00,South,87,201,Clear,5.6
2026-01-06,02:00,2026-01-06 02:00:00,East,82,154,Rain,7.0
2026-01-06,02:00,2026-01-06 02:00:00,West,82,167,Cloudy,4.5
2026-01-06,03:00,2026-01-06 03:00:00,Central,108,244,Clear,6.7
2026-01-06,03:00,2026-01-06 03:00:00,North,80,182,Cloudy,4.9
2026-01-06,03:00,2026-01-06 03:00:00,South,104,200,Clear,6.9
2026-01-06,03:00,2026-01-06 03:00:00,East,70,143,Clear,7.1
2026-01-06,03:00,2026-01-06 03:00:00,West,90,170,Cloudy,4.0
2026-01-06,04:00,2026-01-06 04:00:00,Central,119,256,Cloudy,5.2
2026-01-06,04:00,2026-01-06 04:00:00,North,94,185,Heavy Rain,13.9
2026-01-06,04:00,2026-01-06 04:00:00,South,108,206,Clear,4.0
2026-01-06,04:00,2026-01-06 04:00:00,East,79,127,Clear,4.0
2026-01-06,04:00,2026-01-06 04:00:00,West,65,173,Clear,6.4
2026-01-06,05:00,2026-01-06 05:00:00,Central,138,253,Heavy Rain,15.3
2026-01-06,05:00,2026-01-06 05:00:00,North,82,186,Clear,5.3
2026-01-06,05:00,2026-01-06 05:00:00,South,93,198,Cloudy,7.2
2026-01-06,05:00,2026-01-06 05:00:00,East,75,157,Clear,2.6
2026-01-06,05:00,2026-01-06 05:00:00,West,86,187,Clear,5.4
2026-01-06,06:00,2026-01-06 06:00:00,Central,151,265,Heavy Rain,17.5
2026-01-06,06:00,2026-01-06 06:00:00,North,91,181,Cloudy,5.9
2026-01-06,06:00,2026-01-06 06:00:00,South,96,194,Cloudy,5.8
2026-01-06,06:00,2026-01-06 06:00:00,East,79,152,Rain,7.5
2026-01-06,06:00,2026-01-06 06:00:00,West,95,173,Heavy Rain,15.5
2026-01-06,07:00,2026-01-06 07:00:00,Central,290,218,Clear,6.6
2026-01-06,07:00,2026-01-06 07:00:00,North,208,156,Cloudy,11.2
2026-01-06,07:00,2026-01-06 07:00:00,South,257,176,Clear,9.9
2026-01-06,07:00,2026-01-06 07:00:00,East,163,131,Clear,5.7
2026-01-06,07:00,2026-01-06 07:00:00,West,177,148,Clear,5.5
2026-01-06,08:00,2026-01-06 08:00:00,Central,333,235,Cloudy,12.0
2026-01-06,08:00,2026-01-06 08:00:00,North,240,158,Rain,14.6
2026-01-06,08:00,2026-01-06 08:00:00,South,259,190,Clear,9.0
2026-01-06,08:00,2026-01-06 08:00:00,East,180,132,Clear,7.3
2026-01-06,08:00,2026-01-06 08:00:00,West,170,152,Cloudy,8.2
2026-01-06,09:00,2026-01-06 09:00:00,Central,288,220,Cloudy,11.9
2026-01-06,09:00,2026-01-06 09:00:00,North,221,145,Cloudy,7.8
2026-01-06,09:00,2026-01-06 09:00:00,South,201,175,Cloudy,8.7
2026-01-06,09:00,2026-01-06 09:00:00,East,150,124,Clear,7.6
2026-01-06,09:00,2026-01-06 09:00:00,West,190,143,Clear,9.8
2026-01-06,10:00,2026-01-06 10:00:00,Central,201,256,Cloudy,6.8
2026-01-06,10:00,2026-01-06 10:00:00,North,154,191,Rain,10.5
2026-01-06,10:00,2026-01-06 10:00:00,South,155,200,Clear,5.1
2026-01-06,10:00,2026-01-06 10:00:00,East,100,129,Clear,3.0
2026-01-06,10:00,2026-01-06 10:00:00,West,150,187,Rain,7.3
2026-01-06,11:00,2026-01-06 11:00:00,Central,185,259,Clear,3.7
2026-01-06,11:00,2026-01-06 11:00:00,North,133,184,Cloudy,6.6
2026-01-06,11:00,2026-01-06 11:00:00,South,207,218,Rain,9.9
2026-01-06,11:00,2026-01-06 11:00:00,East,105,150,Clear,3.5
2026-01-06,11:00,2026-01-06 11:00:00,West,148,169,Cloudy,5.6
2026-01-06,12:00,2026-01-06 12:00:00,Central,209,283,Clear,4.6
2026-01-06,12:00,2026-01-06 12:00:00,North,151,182,Clear,4.5
2026-01-06,12:00,2026-01-06 12:00:00,South,150,221,Clear,4.8
2026-01-06,12:00,2026-01-06 12:00:00,East,109,158,Clear,8.1
2026-01-06,12:00,2026-01-06 12:00:00,West,153,146,Clear,7.0
2026-01-06,13:00,2026-01-06 13:00:00,Central,224,230,Clear,5.0
2026-01-06,13:00,2026-01-06 13:00:00,North,175,211,Rain,9.4
2026-01-06,13:00,2026-01-06 13:00:00,South,156,203,Clear,4.4
2026-01-06,13:00,2026-01-06 13:00:00,East,114,130,Cloudy,5.8
2026-01-06,13:00,2026-01-06 13:00:00,West,140,171,Clear,4.9
2026-01-06,14:00,2026-01-06 14:00:00,Central,237,253,Rain,12.0
2026-01-06,14:00,2026-01-06 14:00:00,North,161,188,Cloudy,8.6
2026-01-06,14:00,2026-01-06 14:00:00,South,200,217,Rain,5.9
2026-01-06,14:00,2026-01-06 14:00:00,East,130,129,Rain,8.8
2026-01-06,14:00,2026-01-06 14:00:00,West,158,187,Rain,8.7
2026-01-06,15:00,2026-01-06 15:00:00,Central,225,261,Rain,9.1
2026-01-06,15:00,2026-01-06 15:00:00,North,142,195,Clear,5.7
2026-01-06,15:00,2026-01-06 15:00:00,South,169,206,Clear,5.3
2026-01-06,15:00,2026-01-06 15:00:00,East,112,161,Clear,3.4
2026-01-06,15:00,2026-01-06 15:00:00,West,130,167,Clear,4.7
2026-01-06,16:00,2026-01-06 16:00:00,Central,236,259,Clear,6.9
2026-01-06,16:00,2026-01-06 16:00:00,North,157,192,Clear,3.3
2026-01-06,16:00,2026-01-06 16:00:00,South,172,231,Clear,7.1
2026-01-06,16:00,2026-01-06 16:00:00,East,122,146,Cloudy,8.1
2026-01-06,16:00,2026-01-06 16:00:00,West,150,193,Clear,3.9
2026-01-06,17:00,2026-01-06 17:00:00,Central,339,227,Clear,11.9
2026-01-06,17:00,2026-01-06 17:00:00,North,275,174,Rain,15.7
2026-01-06,17:00,2026-01-06 17:00:00,South,280,169,Cloudy,12.7
2026-01-06,17:00,2026-01-06 17:00:00,East,167,135,Clear,5.8
2026-01-06,17:00,2026-01-06 17:00:00,West,200,144,Clear,6.0
2026-01-06,18:00,2026-01-06 18:00:00,Central,334,223,Rain,15.4
2026-01-06,18:00,2026-01-06 18:00:00,North,220,163,Clear,9.7
2026-01-06,18:00,2026-01-06 18:00:00,South,328,168,Rain,17.9
2026-01-06,18:00,2026-01-06 18:00:00,East,185,110,Cloudy,8.8
2026-01-06,18:00,2026-01-06 18:00:00,West,200,157,Clear,5.1
2026-01-06,19:00,2026-01-06 19:00:00,Central,352,230,Cloudy,13.6
2026-01-06,19:00,2026-01-06 19:00:00,North,218,174,Cloudy,7.7
2026-01-06,19:00,2026-01-06 19:00:00,South,264,186,Clear,6.9
2026-01-06,19:00,2026-01-06 19:00:00,East,163,138,Clear,7.4
2026-01-06,19:00,2026-01-06 19:00:00,West,276,153,Heavy Rain,22.2
2026-01-06,20:00,2026-01-06 20:00:00,Central,307,225,Clear,11.3
2026-01-06,20:00,2026-01-06 20:00:00,North,247,145,Rain,14.2
2026-01-06,20:00,2026-01-06 20:00:00,South,291,174,Clear,8.7
2026-01-06,20:00,2026-01-06 20:00:00,East,196,131,Cloudy,11.6
2026-01-06,20:00,2026-01-06 20:00:00,West,243,173,Cloudy,11.3
2026-01-06,21:00,2026-01-06 21:00:00,Central,125,264,Cloudy,6.0
2026-01-06,21:00,2026-01-06 21:00:00,North,100,178,Cloudy,4.0
2026-01-06,21:00,2026-01-06 21:00:00,South,95,218,Cloudy,2.8
2026-01-06,21:00,2026-01-06 21:00:00,East,74,152,Clear,6.0
2026-01-06,21:00,2026-01-06 21:00:00,West,91,198,Clear,4.2
2026-01-06,22:00,2026-01-06 22:00:00,Central,127,260,Cloudy,6.0
2026-01-06,22:00,2026-01-06 22:00:00,North,75,196,Cloudy,8.0
2026-01-06,22:00,2026-01-06 22:00:00,South,99,201,Clear,3.2
2026-01-06,22:00,2026-01-06 22:00:00,East,70,169,Cloudy,5.2
2026-01-06,22:00,2026-01-06 22:00:00,West,95,190,Rain,10.3
2026-01-06,23:00,2026-01-06 23:00:00,Central,141,262,Rain,9.8
